dyad,state1no,state1ab,state2no,state2ab,year,conttype,version
210240,240,"HAN",210,"NTH",1845,1,3.1
210240,240,"HAN",210,"NTH",1846,1,3.1
210240,240,"HAN",210,"NTH",1847,1,3.1
210240,240,"HAN",210,"NTH",1848,1,3.1
210240,240,"HAN",210,"NTH",1849,1,3.1
210240,240,"HAN",210,"NTH",1850,1,3.1
210240,240,"HAN",210,"NTH",1851,1,3.1
210240,240,"HAN",210,"NTH",1852,1,3.1
210240,240,"HAN",210,"NTH",1853,1,3.1
210240,240,"HAN",210,"NTH",1854,1,3.1
210240,240,"HAN",210,"NTH",1855,1,3.1
210240,240,"HAN",210,"NTH",1856,1,3.1
210240,240,"HAN",210,"NTH",1857,1,3.1
210240,240,"HAN",210,"NTH",1858,1,3.1
210240,240,"HAN",210,"NTH",1859,1,3.1
210240,240,"HAN",210,"NTH",1860,1,3.1
210240,240,"HAN",210,"NTH",1861,1,3.1
210240,240,"HAN",210,"NTH",1862,1,3.1
210240,240,"HAN",210,"NTH",1863,1,3.1
210240,240,"HAN",210,"NTH",1864,1,3.1
210240,240,"HAN",210,"NTH",1865,1,3.1
210240,240,"HAN",210,"NTH",1866,1,3.1
240255,240,"HAN",255,"GMY",1838,1,3.1
240255,240,"HAN",255,"GMY",1839,1,3.1
240255,240,"HAN",255,"GMY",1840,1,3.1
240255,240,"HAN",255,"GMY",1841,1,3.1
240255,240,"HAN",255,"GMY",1842,1,3.1
240255,240,"HAN",255,"GMY",1843,1,3.1
240255,240,"HAN",255,"GMY",1844,1,3.1
240255,240,"HAN",255,"GMY",1845,1,3.1
240255,240,"HAN",255,"GMY",1846,1,3.1
240255,240,"HAN",255,"GMY",1847,1,3.1
240255,240,"HAN",255,"GMY",1848,1,3.1
240255,240,"HAN",255,"GMY",1849,1,3.1
240255,240,"HAN",255,"GMY",1850,1,3.1
240255,240,"HAN",255,"GMY",1851,1,3.1
240255,240,"HAN",255,"GMY",1852,1,3.1
240255,240,"HAN",255,"GMY",1853,1,3.1
240255,240,"HAN",255,"GMY",1854,1,3.1
240255,240,"HAN",255,"GMY",1855,1,3.1
240255,240,"HAN",255,"GMY",1856,1,3.1
240255,240,"HAN",255,"GMY",1857,1,3.1
240255,240,"HAN",255,"GMY",1858,1,3.1
240255,240,"HAN",255,"GMY",1859,1,3.1
240255,240,"HAN",255,"GMY",1860,1,3.1
240255,240,"HAN",255,"GMY",1861,1,3.1
240255,240,"HAN",255,"GMY",1862,1,3.1
240255,240,"HAN",255,"GMY",1863,1,3.1
240255,240,"HAN",255,"GMY",1864,1,3.1
240255,240,"HAN",255,"GMY",1865,1,3.1
240255,240,"HAN",255,"GMY",1866,1,3.1
240273,240,"HAN",273,"HSE",1838,1,3.1
240273,240,"HAN",273,"HSE",1839,1,3.1
240273,240,"HAN",273,"HSE",1840,1,3.1
240273,240,"HAN",273,"HSE",1841,1,3.1
240273,240,"HAN",273,"HSE",1842,1,3.1
240273,240,"HAN",273,"HSE",1843,1,3.1
240273,240,"HAN",273,"HSE",1844,1,3.1
240273,240,"HAN",273,"HSE",1845,1,3.1
240273,240,"HAN",273,"HSE",1846,1,3.1
240273,240,"HAN",273,"HSE",1847,1,3.1
240273,240,"HAN",273,"HSE",1848,1,3.1
240273,240,"HAN",273,"HSE",1849,1,3.1
240273,240,"HAN",273,"HSE",1850,1,3.1
240273,240,"HAN",273,"HSE",1851,1,3.1
240273,240,"HAN",273,"HSE",1852,1,3.1
240273,240,"HAN",273,"HSE",1853,1,3.1
240273,240,"HAN",273,"HSE",1854,1,3.1
240273,240,"HAN",273,"HSE",1855,1,3.1
240273,240,"HAN",273,"HSE",1856,1,3.1
240273,240,"HAN",273,"HSE",1857,1,3.1
240273,240,"HAN",273,"HSE",1858,1,3.1
240273,240,"HAN",273,"HSE",1859,1,3.1
240273,240,"HAN",273,"HSE",1860,1,3.1
240273,240,"HAN",273,"HSE",1861,1,3.1
240273,240,"HAN",273,"HSE",1862,1,3.1
240273,240,"HAN",273,"HSE",1863,1,3.1
240273,240,"HAN",273,"HSE",1864,1,3.1
240273,240,"HAN",273,"HSE",1865,1,3.1
240273,240,"HAN",273,"HSE",1866,1,3.1
240280,240,"HAN",280,"MEC",1838,1,3.1
240280,240,"HAN",280,"MEC",1839,1,3.1
240280,240,"HAN",280,"MEC",1840,1,3.1
240280,240,"HAN",280,"MEC",1841,1,3.1
240280,240,"HAN",280,"MEC",1842,1,3.1
240280,240,"HAN",280,"MEC",1843,1,3.1
240280,240,"HAN",280,"MEC",1844,1,3.1
240280,240,"HAN",280,"MEC",1845,1,3.1
240280,240,"HAN",280,"MEC",1846,1,3.1
240280,240,"HAN",280,"MEC",1847,1,3.1
240280,240,"HAN",280,"MEC",1848,1,3.1
240280,240,"HAN",280,"MEC",1849,1,3.1
240280,240,"HAN",280,"MEC",1850,1,3.1
240280,240,"HAN",280,"MEC",1851,1,3.1
240280,240,"HAN",280,"MEC",1852,1,3.1
240280,240,"HAN",280,"MEC",1853,1,3.1
240280,240,"HAN",280,"MEC",1854,1,3.1
240280,240,"HAN",280,"MEC",1855,1,3.1
240280,240,"HAN",280,"MEC",1856,1,3.1
240280,240,"HAN",280,"MEC",1857,1,3.1
240280,240,"HAN",280,"MEC",1858,1,3.1
240280,240,"HAN",280,"MEC",1859,1,3.1
240280,240,"HAN",280,"MEC",1860,1,3.1
240280,240,"HAN",280,"MEC",1861,1,3.1
240280,240,"HAN",280,"MEC",1862,1,3.1
240280,240,"HAN",280,"MEC",1863,1,3.1
240280,240,"HAN",280,"MEC",1864,1,3.1
240280,240,"HAN",280,"MEC",1865,1,3.1
240280,240,"HAN",280,"MEC",1866,1,3.1
240380,240,"HAN",380,"SWD",1838,5,3.1
240380,240,"HAN",380,"SWD",1839,5,3.1
240380,240,"HAN",380,"SWD",1840,5,3.1
240380,240,"HAN",380,"SWD",1841,5,3.1
240380,240,"HAN",380,"SWD",1842,5,3.1
240380,240,"HAN",380,"SWD",1843,5,3.1
240380,240,"HAN",380,"SWD",1844,5,3.1
240380,240,"HAN",380,"SWD",1845,5,3.1
240380,240,"HAN",380,"SWD",1846,5,3.1
240380,240,"HAN",380,"SWD",1847,5,3.1
240380,240,"HAN",380,"SWD",1848,5,3.1
240380,240,"HAN",380,"SWD",1849,5,3.1
240380,240,"HAN",380,"SWD",1850,5,3.1
240380,240,"HAN",380,"SWD",1851,5,3.1
240380,240,"HAN",380,"SWD",1852,5,3.1
240380,240,"HAN",380,"SWD",1853,5,3.1
240380,240,"HAN",380,"SWD",1854,5,3.1
240380,240,"HAN",380,"SWD",1855,5,3.1
240380,240,"HAN",380,"SWD",1856,5,3.1
240380,240,"HAN",380,"SWD",1857,5,3.1
240380,240,"HAN",380,"SWD",1858,5,3.1
240380,240,"HAN",380,"SWD",1859,5,3.1
240380,240,"HAN",380,"SWD",1860,5,3.1
240380,240,"HAN",380,"SWD",1861,5,3.1
240380,240,"HAN",380,"SWD",1862,5,3.1
240380,240,"HAN",380,"SWD",1863,5,3.1
240380,240,"HAN",380,"SWD",1864,5,3.1
240380,240,"HAN",380,"SWD",1865,5,3.1
240380,240,"HAN",380,"SWD",1866,5,3.1
240390,240,"HAN",390,"DEN",1838,4,3.1
240390,240,"HAN",390,"DEN",1839,4,3.1
240390,240,"HAN",390,"DEN",1840,4,3.1
240390,240,"HAN",390,"DEN",1841,4,3.1
240390,240,"HAN",390,"DEN",1842,4,3.1
240390,240,"HAN",390,"DEN",1843,4,3.1
240390,240,"HAN",390,"DEN",1844,4,3.1
240390,240,"HAN",390,"DEN",1845,4,3.1
240390,240,"HAN",390,"DEN",1846,4,3.1
240390,240,"HAN",390,"DEN",1847,4,3.1
240390,240,"HAN",390,"DEN",1848,4,3.1
240390,240,"HAN",390,"DEN",1849,4,3.1
240390,240,"HAN",390,"DEN",1850,4,3.1
240390,240,"HAN",390,"DEN",1851,4,3.1
240390,240,"HAN",390,"DEN",1852,4,3.1
240390,240,"HAN",390,"DEN",1853,4,3.1
240390,240,"HAN",390,"DEN",1854,4,3.1
240390,240,"HAN",390,"DEN",1855,4,3.1
240390,240,"HAN",390,"DEN",1856,4,3.1
240390,240,"HAN",390,"DEN",1857,4,3.1
240390,240,"HAN",390,"DEN",1858,4,3.1
240390,240,"HAN",390,"DEN",1859,4,3.1
240390,240,"HAN",390,"DEN",1860,4,3.1
240390,240,"HAN",390,"DEN",1861,4,3.1
240390,240,"HAN",390,"DEN",1862,4,3.1
240390,240,"HAN",390,"DEN",1863,4,3.1
240390,240,"HAN",390,"DEN",1864,4,3.1
240390,240,"HAN",390,"DEN",1865,4,3.1
240390,240,"HAN",390,"DEN",1866,4,3.1
220245,245,"BAV",220,"FRN",1816,1,3.1
220245,245,"BAV",220,"FRN",1817,1,3.1
220245,245,"BAV",220,"FRN",1818,1,3.1
220245,245,"BAV",220,"FRN",1819,1,3.1
220245,245,"BAV",220,"FRN",1820,1,3.1
220245,245,"BAV",220,"FRN",1821,1,3.1
220245,245,"BAV",220,"FRN",1822,1,3.1
220245,245,"BAV",220,"FRN",1823,1,3.1
220245,245,"BAV",220,"FRN",1824,1,3.1
220245,245,"BAV",220,"FRN",1825,1,3.1
220245,245,"BAV",220,"FRN",1826,1,3.1
220245,245,"BAV",220,"FRN",1827,1,3.1
220245,245,"BAV",220,"FRN",1828,1,3.1
220245,245,"BAV",220,"FRN",1829,1,3.1
220245,245,"BAV",220,"FRN",1830,1,3.1
220245,245,"BAV",220,"FRN",1831,1,3.1
220245,245,"BAV",220,"FRN",1832,1,3.1
220245,245,"BAV",220,"FRN",1833,1,3.1
220245,245,"BAV",220,"FRN",1834,1,3.1
220245,245,"BAV",220,"FRN",1835,1,3.1
220245,245,"BAV",220,"FRN",1836,1,3.1
220245,245,"BAV",220,"FRN",1837,1,3.1
220245,245,"BAV",220,"FRN",1838,1,3.1
220245,245,"BAV",220,"FRN",1839,1,3.1
220245,245,"BAV",220,"FRN",1840,1,3.1
220245,245,"BAV",220,"FRN",1841,1,3.1
220245,245,"BAV",220,"FRN",1842,1,3.1
220245,245,"BAV",220,"FRN",1843,1,3.1
220245,245,"BAV",220,"FRN",1844,1,3.1
220245,245,"BAV",220,"FRN",1845,1,3.1
220245,245,"BAV",220,"FRN",1846,1,3.1
220245,245,"BAV",220,"FRN",1847,1,3.1
220245,245,"BAV",220,"FRN",1848,1,3.1
220245,245,"BAV",220,"FRN",1849,1,3.1
220245,245,"BAV",220,"FRN",1850,1,3.1
220245,245,"BAV",220,"FRN",1851,1,3.1
220245,245,"BAV",220,"FRN",1852,1,3.1
220245,245,"BAV",220,"FRN",1853,1,3.1
220245,245,"BAV",220,"FRN",1854,1,3.1
220245,245,"BAV",220,"FRN",1855,1,3.1
220245,245,"BAV",220,"FRN",1856,1,3.1
220245,245,"BAV",220,"FRN",1857,1,3.1
220245,245,"BAV",220,"FRN",1858,1,3.1
220245,245,"BAV",220,"FRN",1859,1,3.1
220245,245,"BAV",220,"FRN",1860,1,3.1
220245,245,"BAV",220,"FRN",1861,1,3.1
220245,245,"BAV",220,"FRN",1862,1,3.1
220245,245,"BAV",220,"FRN",1863,1,3.1
220245,245,"BAV",220,"FRN",1864,1,3.1
220245,245,"BAV",220,"FRN",1865,1,3.1
220245,245,"BAV",220,"FRN",1866,1,3.1
220245,245,"BAV",220,"FRN",1867,1,3.1
220245,245,"BAV",220,"FRN",1868,1,3.1
220245,245,"BAV",220,"FRN",1869,1,3.1
220245,245,"BAV",220,"FRN",1870,1,3.1
220245,245,"BAV",220,"FRN",1871,1,3.1
225245,245,"BAV",225,"SWZ",1816,2,3.1
225245,245,"BAV",225,"SWZ",1817,2,3.1
225245,245,"BAV",225,"SWZ",1818,2,3.1
225245,245,"BAV",225,"SWZ",1819,2,3.1
225245,245,"BAV",225,"SWZ",1820,2,3.1
225245,245,"BAV",225,"SWZ",1821,2,3.1
225245,245,"BAV",225,"SWZ",1822,2,3.1
225245,245,"BAV",225,"SWZ",1823,2,3.1
225245,245,"BAV",225,"SWZ",1824,2,3.1
225245,245,"BAV",225,"SWZ",1825,2,3.1
225245,245,"BAV",225,"SWZ",1826,2,3.1
225245,245,"BAV",225,"SWZ",1827,2,3.1
225245,245,"BAV",225,"SWZ",1828,2,3.1
225245,245,"BAV",225,"SWZ",1829,2,3.1
225245,245,"BAV",225,"SWZ",1830,2,3.1
225245,245,"BAV",225,"SWZ",1831,2,3.1
225245,245,"BAV",225,"SWZ",1832,2,3.1
225245,245,"BAV",225,"SWZ",1833,2,3.1
225245,245,"BAV",225,"SWZ",1834,2,3.1
225245,245,"BAV",225,"SWZ",1835,2,3.1
225245,245,"BAV",225,"SWZ",1836,2,3.1
225245,245,"BAV",225,"SWZ",1837,2,3.1
225245,245,"BAV",225,"SWZ",1838,2,3.1
225245,245,"BAV",225,"SWZ",1839,2,3.1
225245,245,"BAV",225,"SWZ",1840,2,3.1
225245,245,"BAV",225,"SWZ",1841,2,3.1
225245,245,"BAV",225,"SWZ",1842,2,3.1
225245,245,"BAV",225,"SWZ",1843,2,3.1
225245,245,"BAV",225,"SWZ",1844,2,3.1
225245,245,"BAV",225,"SWZ",1845,2,3.1
225245,245,"BAV",225,"SWZ",1846,2,3.1
225245,245,"BAV",225,"SWZ",1847,2,3.1
225245,245,"BAV",225,"SWZ",1848,2,3.1
225245,245,"BAV",225,"SWZ",1849,2,3.1
225245,245,"BAV",225,"SWZ",1850,2,3.1
225245,245,"BAV",225,"SWZ",1851,2,3.1
225245,245,"BAV",225,"SWZ",1852,2,3.1
225245,245,"BAV",225,"SWZ",1853,2,3.1
225245,245,"BAV",225,"SWZ",1854,2,3.1
225245,245,"BAV",225,"SWZ",1855,2,3.1
225245,245,"BAV",225,"SWZ",1856,2,3.1
225245,245,"BAV",225,"SWZ",1857,2,3.1
225245,245,"BAV",225,"SWZ",1858,2,3.1
225245,245,"BAV",225,"SWZ",1859,2,3.1
225245,245,"BAV",225,"SWZ",1860,2,3.1
225245,245,"BAV",225,"SWZ",1861,2,3.1
225245,245,"BAV",225,"SWZ",1862,2,3.1
225245,245,"BAV",225,"SWZ",1863,2,3.1
225245,245,"BAV",225,"SWZ",1864,2,3.1
225245,245,"BAV",225,"SWZ",1865,2,3.1
225245,245,"BAV",225,"SWZ",1866,2,3.1
225245,245,"BAV",225,"SWZ",1867,2,3.1
225245,245,"BAV",225,"SWZ",1868,2,3.1
225245,245,"BAV",225,"SWZ",1869,2,3.1
225245,245,"BAV",225,"SWZ",1870,2,3.1
225245,245,"BAV",225,"SWZ",1871,2,3.1
245255,245,"BAV",255,"GMY",1816,1,3.1
245255,245,"BAV",255,"GMY",1817,1,3.1
245255,245,"BAV",255,"GMY",1818,1,3.1
245255,245,"BAV",255,"GMY",1819,1,3.1
245255,245,"BAV",255,"GMY",1820,1,3.1
245255,245,"BAV",255,"GMY",1821,1,3.1
245255,245,"BAV",255,"GMY",1822,1,3.1
245255,245,"BAV",255,"GMY",1823,1,3.1
245255,245,"BAV",255,"GMY",1824,1,3.1
245255,245,"BAV",255,"GMY",1825,1,3.1
245255,245,"BAV",255,"GMY",1826,1,3.1
245255,245,"BAV",255,"GMY",1827,1,3.1
245255,245,"BAV",255,"GMY",1828,1,3.1
245255,245,"BAV",255,"GMY",1829,1,3.1
245255,245,"BAV",255,"GMY",1830,1,3.1
245255,245,"BAV",255,"GMY",1831,1,3.1
245255,245,"BAV",255,"GMY",1832,1,3.1
245255,245,"BAV",255,"GMY",1833,1,3.1
245255,245,"BAV",255,"GMY",1834,1,3.1
245255,245,"BAV",255,"GMY",1835,1,3.1
245255,245,"BAV",255,"GMY",1836,1,3.1
245255,245,"BAV",255,"GMY",1837,1,3.1
245255,245,"BAV",255,"GMY",1838,1,3.1
245255,245,"BAV",255,"GMY",1839,1,3.1
245255,245,"BAV",255,"GMY",1840,1,3.1
245255,245,"BAV",255,"GMY",1841,1,3.1
245255,245,"BAV",255,"GMY",1842,1,3.1
245255,245,"BAV",255,"GMY",1843,1,3.1
245255,245,"BAV",255,"GMY",1844,1,3.1
245255,245,"BAV",255,"GMY",1845,1,3.1
245255,245,"BAV",255,"GMY",1846,1,3.1
245255,245,"BAV",255,"GMY",1847,1,3.1
245255,245,"BAV",255,"GMY",1848,1,3.1
245255,245,"BAV",255,"GMY",1849,1,3.1
245255,245,"BAV",255,"GMY",1850,1,3.1
245255,245,"BAV",255,"GMY",1851,1,3.1
245255,245,"BAV",255,"GMY",1852,1,3.1
245255,245,"BAV",255,"GMY",1853,1,3.1
245255,245,"BAV",255,"GMY",1854,1,3.1
245255,245,"BAV",255,"GMY",1855,1,3.1
245255,245,"BAV",255,"GMY",1856,1,3.1
245255,245,"BAV",255,"GMY",1857,1,3.1
245255,245,"BAV",255,"GMY",1858,1,3.1
245255,245,"BAV",255,"GMY",1859,1,3.1
245255,245,"BAV",255,"GMY",1860,1,3.1
245255,245,"BAV",255,"GMY",1861,1,3.1
245255,245,"BAV",255,"GMY",1862,1,3.1
245255,245,"BAV",255,"GMY",1863,1,3.1
245255,245,"BAV",255,"GMY",1864,1,3.1
245255,245,"BAV",255,"GMY",1865,1,3.1
245255,245,"BAV",255,"GMY",1866,1,3.1
245255,245,"BAV",255,"GMY",1867,1,3.1
245255,245,"BAV",255,"GMY",1868,1,3.1
245255,245,"BAV",255,"GMY",1869,1,3.1
245255,245,"BAV",255,"GMY",1870,1,3.1
245255,245,"BAV",255,"GMY",1871,1,3.1
245267,245,"BAV",267,"BAD",1816,1,3.1
245267,245,"BAV",267,"BAD",1817,1,3.1
245267,245,"BAV",267,"BAD",1818,1,3.1
245267,245,"BAV",267,"BAD",1819,1,3.1
245267,245,"BAV",267,"BAD",1820,1,3.1
245267,245,"BAV",267,"BAD",1821,1,3.1
245267,245,"BAV",267,"BAD",1822,1,3.1
245267,245,"BAV",267,"BAD",1823,1,3.1
245267,245,"BAV",267,"BAD",1824,1,3.1
245267,245,"BAV",267,"BAD",1825,1,3.1
245267,245,"BAV",267,"BAD",1826,1,3.1
245267,245,"BAV",267,"BAD",1827,1,3.1
245267,245,"BAV",267,"BAD",1828,1,3.1
245267,245,"BAV",267,"BAD",1829,1,3.1
245267,245,"BAV",267,"BAD",1830,1,3.1
245267,245,"BAV",267,"BAD",1831,1,3.1
245267,245,"BAV",267,"BAD",1832,1,3.1
245267,245,"BAV",267,"BAD",1833,1,3.1
245267,245,"BAV",267,"BAD",1834,1,3.1
245267,245,"BAV",267,"BAD",1835,1,3.1
245267,245,"BAV",267,"BAD",1836,1,3.1
245267,245,"BAV",267,"BAD",1837,1,3.1
245267,245,"BAV",267,"BAD",1838,1,3.1
245267,245,"BAV",267,"BAD",1839,1,3.1
245267,245,"BAV",267,"BAD",1840,1,3.1
245267,245,"BAV",267,"BAD",1841,1,3.1
245267,245,"BAV",267,"BAD",1842,1,3.1
245267,245,"BAV",267,"BAD",1843,1,3.1
245267,245,"BAV",267,"BAD",1844,1,3.1
245267,245,"BAV",267,"BAD",1845,1,3.1
245267,245,"BAV",267,"BAD",1846,1,3.1
245267,245,"BAV",267,"BAD",1847,1,3.1
245267,245,"BAV",267,"BAD",1848,1,3.1
245267,245,"BAV",267,"BAD",1849,1,3.1
245267,245,"BAV",267,"BAD",1850,1,3.1
245267,245,"BAV",267,"BAD",1851,1,3.1
245267,245,"BAV",267,"BAD",1852,1,3.1
245267,245,"BAV",267,"BAD",1853,1,3.1
245267,245,"BAV",267,"BAD",1854,1,3.1
245267,245,"BAV",267,"BAD",1855,1,3.1
245267,245,"BAV",267,"BAD",1856,1,3.1
245267,245,"BAV",267,"BAD",1857,1,3.1
245267,245,"BAV",267,"BAD",1858,1,3.1
245267,245,"BAV",267,"BAD",1859,1,3.1
245267,245,"BAV",267,"BAD",1860,1,3.1
245267,245,"BAV",267,"BAD",1861,1,3.1
245267,245,"BAV",267,"BAD",1862,1,3.1
245267,245,"BAV",267,"BAD",1863,1,3.1
245267,245,"BAV",267,"BAD",1864,1,3.1
245267,245,"BAV",267,"BAD",1865,1,3.1
245267,245,"BAV",267,"BAD",1866,1,3.1
245267,245,"BAV",267,"BAD",1867,1,3.1
245267,245,"BAV",267,"BAD",1868,1,3.1
245267,245,"BAV",267,"BAD",1869,1,3.1
245267,245,"BAV",267,"BAD",1870,1,3.1
245267,245,"BAV",267,"BAD",1871,1,3.1
245269,245,"BAV",269,"SAX",1816,1,3.1
245269,245,"BAV",269,"SAX",1817,1,3.1
245269,245,"BAV",269,"SAX",1818,1,3.1
245269,245,"BAV",269,"SAX",1819,1,3.1
245269,245,"BAV",269,"SAX",1820,1,3.1
245269,245,"BAV",269,"SAX",1821,1,3.1
245269,245,"BAV",269,"SAX",1822,1,3.1
245269,245,"BAV",269,"SAX",1823,1,3.1
245269,245,"BAV",269,"SAX",1824,1,3.1
245269,245,"BAV",269,"SAX",1825,1,3.1
245269,245,"BAV",269,"SAX",1826,1,3.1
245269,245,"BAV",269,"SAX",1827,1,3.1
245269,245,"BAV",269,"SAX",1828,1,3.1
245269,245,"BAV",269,"SAX",1829,1,3.1
245269,245,"BAV",269,"SAX",1830,1,3.1
245269,245,"BAV",269,"SAX",1831,1,3.1
245269,245,"BAV",269,"SAX",1832,1,3.1
245269,245,"BAV",269,"SAX",1833,1,3.1
245269,245,"BAV",269,"SAX",1834,1,3.1
245269,245,"BAV",269,"SAX",1835,1,3.1
245269,245,"BAV",269,"SAX",1836,1,3.1
245269,245,"BAV",269,"SAX",1837,1,3.1
245269,245,"BAV",269,"SAX",1838,1,3.1
245269,245,"BAV",269,"SAX",1839,1,3.1
245269,245,"BAV",269,"SAX",1840,1,3.1
245269,245,"BAV",269,"SAX",1841,1,3.1
245269,245,"BAV",269,"SAX",1842,1,3.1
245269,245,"BAV",269,"SAX",1843,1,3.1
245269,245,"BAV",269,"SAX",1844,1,3.1
245269,245,"BAV",269,"SAX",1845,1,3.1
245269,245,"BAV",269,"SAX",1846,1,3.1
245269,245,"BAV",269,"SAX",1847,1,3.1
245269,245,"BAV",269,"SAX",1848,1,3.1
245269,245,"BAV",269,"SAX",1849,1,3.1
245269,245,"BAV",269,"SAX",1850,1,3.1
245269,245,"BAV",269,"SAX",1851,1,3.1
245269,245,"BAV",269,"SAX",1852,1,3.1
245269,245,"BAV",269,"SAX",1853,1,3.1
245269,245,"BAV",269,"SAX",1854,1,3.1
245269,245,"BAV",269,"SAX",1855,1,3.1
245269,245,"BAV",269,"SAX",1856,1,3.1
245269,245,"BAV",269,"SAX",1857,1,3.1
245269,245,"BAV",269,"SAX",1858,1,3.1
245269,245,"BAV",269,"SAX",1859,1,3.1
245269,245,"BAV",269,"SAX",1860,1,3.1
245269,245,"BAV",269,"SAX",1861,1,3.1
245269,245,"BAV",269,"SAX",1862,1,3.1
245269,245,"BAV",269,"SAX",1863,1,3.1
245269,245,"BAV",269,"SAX",1864,1,3.1
245269,245,"BAV",269,"SAX",1865,1,3.1
245269,245,"BAV",269,"SAX",1866,1,3.1
245269,245,"BAV",269,"SAX",1867,1,3.1
245271,245,"BAV",271,"WRT",1816,1,3.1
245271,245,"BAV",271,"WRT",1817,1,3.1
245271,245,"BAV",271,"WRT",1818,1,3.1
245271,245,"BAV",271,"WRT",1819,1,3.1
245271,245,"BAV",271,"WRT",1820,1,3.1
245271,245,"BAV",271,"WRT",1821,1,3.1
245271,245,"BAV",271,"WRT",1822,1,3.1
245271,245,"BAV",271,"WRT",1823,1,3.1
245271,245,"BAV",271,"WRT",1824,1,3.1
245271,245,"BAV",271,"WRT",1825,1,3.1
245271,245,"BAV",271,"WRT",1826,1,3.1
245271,245,"BAV",271,"WRT",1827,1,3.1
245271,245,"BAV",271,"WRT",1828,1,3.1
245271,245,"BAV",271,"WRT",1829,1,3.1
245271,245,"BAV",271,"WRT",1830,1,3.1
245271,245,"BAV",271,"WRT",1831,1,3.1
245271,245,"BAV",271,"WRT",1832,1,3.1
245271,245,"BAV",271,"WRT",1833,1,3.1
245271,245,"BAV",271,"WRT",1834,1,3.1
245271,245,"BAV",271,"WRT",1835,1,3.1
245271,245,"BAV",271,"WRT",1836,1,3.1
245271,245,"BAV",271,"WRT",1837,1,3.1
245271,245,"BAV",271,"WRT",1838,1,3.1
245271,245,"BAV",271,"WRT",1839,1,3.1
245271,245,"BAV",271,"WRT",1840,1,3.1
245271,245,"BAV",271,"WRT",1841,1,3.1
245271,245,"BAV",271,"WRT",1842,1,3.1
245271,245,"BAV",271,"WRT",1843,1,3.1
245271,245,"BAV",271,"WRT",1844,1,3.1
245271,245,"BAV",271,"WRT",1845,1,3.1
245271,245,"BAV",271,"WRT",1846,1,3.1
245271,245,"BAV",271,"WRT",1847,1,3.1
245271,245,"BAV",271,"WRT",1848,1,3.1
245271,245,"BAV",271,"WRT",1849,1,3.1
245271,245,"BAV",271,"WRT",1850,1,3.1
245271,245,"BAV",271,"WRT",1851,1,3.1
245271,245,"BAV",271,"WRT",1852,1,3.1
245271,245,"BAV",271,"WRT",1853,1,3.1
245271,245,"BAV",271,"WRT",1854,1,3.1
245271,245,"BAV",271,"WRT",1855,1,3.1
245271,245,"BAV",271,"WRT",1856,1,3.1
245271,245,"BAV",271,"WRT",1857,1,3.1
245271,245,"BAV",271,"WRT",1858,1,3.1
245271,245,"BAV",271,"WRT",1859,1,3.1
245271,245,"BAV",271,"WRT",1860,1,3.1
245271,245,"BAV",271,"WRT",1861,1,3.1
245271,245,"BAV",271,"WRT",1862,1,3.1
245271,245,"BAV",271,"WRT",1863,1,3.1
245271,245,"BAV",271,"WRT",1864,1,3.1
245271,245,"BAV",271,"WRT",1865,1,3.1
245271,245,"BAV",271,"WRT",1866,1,3.1
245271,245,"BAV",271,"WRT",1867,1,3.1
245271,245,"BAV",271,"WRT",1868,1,3.1
245271,245,"BAV",271,"WRT",1869,1,3.1
245271,245,"BAV",271,"WRT",1870,1,3.1
245273,245,"BAV",273,"HSE",1816,1,3.1
245273,245,"BAV",273,"HSE",1817,1,3.1
245273,245,"BAV",273,"HSE",1818,1,3.1
245273,245,"BAV",273,"HSE",1819,1,3.1
245273,245,"BAV",273,"HSE",1820,1,3.1
245273,245,"BAV",273,"HSE",1821,1,3.1
245273,245,"BAV",273,"HSE",1822,1,3.1
245273,245,"BAV",273,"HSE",1823,1,3.1
245273,245,"BAV",273,"HSE",1824,1,3.1
245273,245,"BAV",273,"HSE",1825,1,3.1
245273,245,"BAV",273,"HSE",1826,1,3.1
245273,245,"BAV",273,"HSE",1827,1,3.1
245273,245,"BAV",273,"HSE",1828,1,3.1
245273,245,"BAV",273,"HSE",1829,1,3.1
245273,245,"BAV",273,"HSE",1830,1,3.1
245273,245,"BAV",273,"HSE",1831,1,3.1
245273,245,"BAV",273,"HSE",1832,1,3.1
245273,245,"BAV",273,"HSE",1833,1,3.1
245273,245,"BAV",273,"HSE",1834,1,3.1
245273,245,"BAV",273,"HSE",1835,1,3.1
245273,245,"BAV",273,"HSE",1836,1,3.1
245273,245,"BAV",273,"HSE",1837,1,3.1
245273,245,"BAV",273,"HSE",1838,1,3.1
245273,245,"BAV",273,"HSE",1839,1,3.1
245273,245,"BAV",273,"HSE",1840,1,3.1
245273,245,"BAV",273,"HSE",1841,1,3.1
245273,245,"BAV",273,"HSE",1842,1,3.1
245273,245,"BAV",273,"HSE",1843,1,3.1
245273,245,"BAV",273,"HSE",1844,1,3.1
245273,245,"BAV",273,"HSE",1845,1,3.1
245273,245,"BAV",273,"HSE",1846,1,3.1
245273,245,"BAV",273,"HSE",1847,1,3.1
245273,245,"BAV",273,"HSE",1848,1,3.1
245273,245,"BAV",273,"HSE",1849,1,3.1
245273,245,"BAV",273,"HSE",1850,1,3.1
245273,245,"BAV",273,"HSE",1851,1,3.1
245273,245,"BAV",273,"HSE",1852,1,3.1
