"FIPS","state","county","votech","prod_bush","GDP2015","medinc1317","perc_HS_GED","totpop1317","urb2010","perclatino1317","trumpmarg","state_name","confirmed","deaths","cases_pc","W"
48413,"TX","schleicher",0.734909141988782,0,109678,63432,0.211411105450841,3122,0,0.518257527226137,0.578747628083492,"texas",55,2,0.0176169122357463,0.0246228414129671
48419,"TX","shelby",-0.343481778698429,0,948052,38121,0.340224417611904,25689,0,0.178286426096773,0.596781305114638,"texas",538,30,0.0209428159912803,0.0146876717393388
48423,"TX","smith",-2.89401054952287,0,11764142,50742,0.245576796764269,222277,0.621026731644049,0.189529281032226,0.438943735645315,"texas",4178,124,0.0187963666956095,0.0251324668639698
48425,"TX","somervell",-2.04928646414774,0,1354784,52346,0.302259414225941,8650,0,0.190520231213873,0.687822497420021,"texas",154,5,0.0178034682080925,0.0349125055126804
48435,"TX","sutton",3.02725079140195,0,416761,60996,0.293677515899738,3894,0,0.594247560349255,0.538515901060071,"texas",95,3,0.0243965074473549,0.0357820682138453
48439,"TX","tarrant",-6.53937125055463,0,108496231,62532,0.238312383614505,1983675,0.986933910584323,0.281812796955146,0.0870235595143264,"texas",59274,783,0.0298809028696737,0.0119213041293446
48443,"TX","terrell",5.89448694275917,0,29385,26063,0.285204991087344,721,0,0.563106796116505,0.336384439359268,"texas",4,0,0.00554785020804438,0.016292764030389
48453,"TX","travis",-8.00307444937481,0,95123056,68350,0.17060748997451,1176584,0.931050137366661,0.338605658414529,-0.388585352564588,"texas",30956,445,0.0263100637098584,0.0307346614332548
48459,"TX","upshur",-10.7320523535929,0,673177,48796,0.338041499817983,40506,0.0803632755857437,0.080555967017232,0.679733634878754,"texas",456,12,0.0112575914679307,0.0331229814307131
48461,"TX","upton",7.18243661100804,0,282178,52750,0.37544964028777,3575,0,0.497342657342657,0.522376543209877,"texas",40,3,0.0111888111888112,0.0275962419182317
48463,"TX","uvalde",1.57371574923818,0,919735,40781,0.244738893219018,27015,0,0.709161576901721,0.107990152193375,"texas",819,36,0.0303164908384231,0.0188544747766481
48465,"TX","val verde",4.54333550024073,0,1529848,44609,0.255719456395547,48976,0,0.813765926167919,-0.0789551795785099,"texas",2384,124,0.0486769029728847,0.0260651224166243
48469,"TX","victoria",1.52135128313833,0,5012556,55740,0.309737947792046,91518,0.733734287327319,0.460444939793265,0.399909770559423,"texas",4193,97,0.0458161236040997,0.0388468164362398
48473,"TX","waller",-3.61192509966503,0,1857697,53506,0.309062356365865,48443,0.0212475407938896,0.293747290630225,0.286030511516602,"texas",948,15,0.0195693908304605,0.0209575127294001
48475,"TX","ward",-2.73415830853185,0,644680,63333,0.362262581450159,11498,0,0.521916855105236,0.515968356284793,"texas",156,1,0.0135675769699078,0.0196429043468015
48477,"TX","washington",-1.82687243635524,2906,2026618,55793,0.296792249730893,34667,0,0.154960048461073,0.512850071200922,"texas",692,48,0.0199613465255142,0.0233146507667381
48481,"TX","wharton",1.12638095469049,268345,1574390,50145,0.325232948192322,41430,0,0.402655080859281,0.401917454273475,"texas",1415,58,0.0341539946898383,0.0354626750726587
48489,"TX","willacy",1.66472008946741,0,512077,29104,0.36710071360259,21839,0,0.879527450890609,-0.368949232585596,"texas",1224,55,0.056046522276661,0.0257684661599285
48491,"TX","williamson",-10.9647626691987,0,21135566,79123,0.204833709556057,508313,0.841328762488792,0.240770942313102,0.0986265983124214,"texas",9137,150,0.0179751452353176,0.0209618805088605
48493,"TX","wilson",-51.2176240753308,0,829346,71942,0.35269197938731,47205,0,0.391653426543798,0.477849909114516,"texas",977,28,0.0206969600677894,0.0211671592213627
48495,"TX","winkler",-0.460576961722414,0,327640,55000,0.28562091503268,7777,0,0.593930821653594,0.524826481580352,"texas",130,4,0.0167159573100167,0.0177358384979507
48497,"TX","wise",-8.87011807660841,0,2999852,59081,0.34615657437401,63247,0,0.187502964567489,0.699201167835854,"texas",848,15,0.0134077505652442,0.0173704610907452
48499,"TX","wood",-9.53631473824025,0,936278,48038,0.348713060057197,43315,0,0.0962022394089807,0.700257427866567,"texas",590,34,0.013621147408519,0.0178533819719607
48507,"TX","zavala",-0.27770472002947,0,217263,25988,0.298589116038007,12152,0,0.935977616853193,-0.572566371681416,"texas",436,18,0.0358788676761027,0.0174203169925338
49001,"UT","beaver",0.136601749504972,0,382226,47878,0.387368421052632,6414,0,0.109136264421578,0.632128514056225,"utah",0,0,0,0.00624290686483804
49003,"UT",NA,1.49161508997487,0,2073928,58835,0.314473641153179,52182,0.491105552776388,0.0912383580545015,0.514261542180324,NA,NA,NA,0,0.0146366486365744
49005,"UT","cache",0.574201165261268,0,4038145,53812,0.213118844822997,120288,0.843124201107797,0.105214152700186,0.276986538086346,"utah",0,0,0,0.0100015827290486
49007,"UT","carbon",3.82857806341476,0,1067473,46994,0.277149839621201,20512,0,0.132020280811232,0.445894090560246,"utah",0,0,0,0.0128778052265087
49009,"UT",NA,5.36633786215026,0,53410,85000,0.433198380566802,702,0,0.0327635327635328,0.539784946236559,NA,NA,NA,0,0.0290895414952384
49011,"UT","davis",-3.81231065361128,0,12469597,75961,0.211049192033654,334977,0.990805242773567,0.0922809625735498,0.23322918756748,"utah",7143,40,0.0213238520853671,0.0210899777596656
49013,"UT","duchesne",0.536540615616199,0,1012153,63000,0.35957189711721,20259,0,0.081149118910114,0.72201384881708,"utah",0,0,0,0.0100649363242735
49015,"UT","emery",0.784737652085643,0,986094,51852,0.325047199496539,10410,0,0.0621517771373679,0.709125029322074,"utah",0,0,0,0.00933386507341388
49017,"UT","garfield",-2.93578593949649,0,159454,51700,0.334222222222222,5020,0,0.0561752988047809,0.534001743679163,"utah",0,0,0,0.0218668474245469
49019,"UT","grand",-4.20733490609959,0,412040,46658,0.270591824283099,9544,0,0.100062866722548,0.000448833034111307,"utah",0,0,0,0.0160542030883407
49021,"UT","iron",-2.85565137349358,0,1344253,45422,0.247547562425684,48504,0,0.084570344713838,0.515891624332422,"utah",0,0,0,0.013445715257188
49023,"UT",NA,0.432477552492538,0,445509,57590,0.370531239558971,10694,0,0.0455395548905929,0.569921491658489,NA,NA,NA,0,0.0185197506119281
49025,"UT","kane",-2.56442798682915,0,272446,50266,0.259693776098628,7246,0,0.045128346674027,0.433371625502585,"utah",0,0,0,0.016934193040888
49027,"UT",NA,-1.10613357065136,0,822225,59312,0.319457131671669,12651,0,0.129871156430322,0.65513947267864,NA,NA,NA,0,0.0221963589416216
49029,"UT",NA,4.13766319911402,0,217282,86071,0.176546391752577,11014,0,0.026330125295079,0.503115264797508,NA,NA,NA,0,0.0204966529608571
49031,"UT",NA,-0.947071203545147,0,25179,41750,0.36644591611479,1860,0,0.0360215053763441,0.820097244732577,NA,NA,NA,0,0.0159979811089072
49033,"UT",NA,0.740079955066564,0,64340,52917,0.313936781609195,2307,0,0.0892934547030776,0.622262773722628,NA,NA,NA,0,0.0118138873747038
49035,"UT","salt lake",-5.90927894617851,0,79721312,67922,0.227317404124662,1106700,0.990966877255003,0.179110870154513,-0.102200931514583,"utah",40713,288,0.0367877473570073,0.014074505386231
49037,"UT","san juan",-5.64717610773694,0,371636,42581,0.311244752070804,15193,0,0.0532482064108471,0.118477251624884,"utah",754,29,0.0496281182123346,0.0163609740456618
49039,"UT",NA,-1.98559289776874,0,499093,50928,0.272841500628253,28892,0,0.0954243389173474,0.553282879934547,NA,NA,NA,0,0.00897313753956349
49041,"UT",NA,-0.603110169467891,0,751726,50850,0.31973898858075,20961,0,0.0495682457898001,0.695955705344247,NA,NA,NA,0,0.0139692097982414
