"ccode1","ccode2","edge","defense","mil_ratio","tot_trade","joint_dem","year"
2,211,38,1,0.73218066,4495.0229,1,1978
2,211,38,1,0.73207492,5592.9321,1,1979
2,211,38,1,0.7331782,7194.1489,1,1980
2,211,38,1,0.74867874,6566.9189,1,1981
2,211,38,1,0.76725245,6287.9443,1,1982
2,211,38,1,0.7791394,5762.3057,1,1983
2,211,38,1,0.79079872,6295.291,1,1984
2,211,38,1,0.81731433,6414.2192,1,1985
2,211,38,1,0.78216708,7243.54,1,1986
2,211,38,1,0.76847917,7895.8418,1,1987
2,211,38,1,0.78511506,8162.0479,1,1988
2,211,38,1,0.79297453,8703.2344,1,1989
2,211,38,1,0.78272617,9470.3984,1,1990
2,211,38,1,0.78640705,9393.8594,1,1991
2,211,38,1,0.80499059,9727.4941,1,1992
2,211,38,1,0.79950297,10889.857,1,1993
2,211,38,1,0.81180924,12787.1,1,1994
2,211,38,1,0.80900019,14077.674,1,1995
2,211,38,1,0.80589867,15488.506,1,1996
2,211,38,1,0.80332887,20175.199,1,1997
2,211,38,1,0.80503094,21228,1,1998
2,211,38,1,0.8092854,21261.199,1,1999
2,211,38,1,0.81703973,23432.699,1,2000
2,211,38,1,0.81959701,22814.301,1,2001
2,211,38,1,0.81765085,22673.199,1,2002
2,211,38,1,0.80678385,23712.301,1,2003
2,211,38,1,0.81086427,28490.602,1,2004
2,211,38,1,0.8176204,30469.299,1,2005
2,211,38,1,0.81547761,33638.5,1,2006
2,211,38,1,0.80578691,38561.199,1,2007
2,212,39,1,0.99782431,0,1,1949
2,212,39,1,0.99665636,17.028557,1,1950
2,212,39,1,0.99318469,27.802792,1,1951
2,212,39,1,0.99140137,25.494844,1,1952
2,212,39,1,0.99143708,20.73514,1,1953
2,212,39,1,0.99122506,19.029181,1,1954
2,212,39,1,0.99128163,24.052139,1,1955
2,212,39,1,0.99327683,31.405649,1,1956
2,212,39,1,0.99305004,31.50522,1,1957
2,212,39,1,0.99302584,25.901821,1,1958
2,212,39,1,0.99298298,33.117569,1,1959
2,212,39,1,0.99431425,41.541199,1,1960
2,212,39,1,0.99204242,37.543629,1,1961
2,212,39,1,0.99003512,42.370132,1,1962
2,212,39,1,0.99312693,42.806068,1,1963
2,212,39,1,0.99187368,48.456657,1,1964
2,212,39,1,0.99140364,51.747322,1,1965
2,212,39,1,0.99132103,55.2234,1,1966
2,212,39,1,0.99204904,53.249519,1,1967
2,212,39,1,0.99519026,69.032318,1,1968
2,212,39,1,0.99521464,70.070747,1,1969
2,212,39,1,0.99523932,86.030167,1,1970
2,212,39,1,0.99528193,79.124664,1,1971
2,212,39,1,0.99508619,87.632729,1,1972
2,212,39,1,0.9948777,128.04312,1,1973
2,212,39,1,0.99484646,191.7572,1,1974
2,212,39,1,0.99471712,138.28662,1,1975
2,212,39,1,0.99461156,146.19582,1,1976
2,212,39,1,0.99458277,164.42657,1,1977
2,212,39,1,0.99435514,197.47705,1,1978
2,212,39,1,0.99428225,250.2674,1,1979
2,212,39,1,0.99411982,322.1503,1,1980
2,212,39,1,0.99444056,299.1814,1,1981
2,212,39,1,0.99477452,297.15619,1,1982
2,212,39,1,0.99479771,283.2944,1,1983
2,212,39,1,0.99506247,318.00922,1,1984
2,212,39,1,0.99602789,322.78052,1,1985
2,212,39,1,0.99567723,383.6608,1,1986
2,212,39,1,0.9943614,418.15771,1,1987
2,212,39,1,0.99439567,451.35159,1,1988
2,212,39,1,0.99445337,508.43588,1,1989
2,212,39,1,0.99419093,563.91211,1,1990
2,212,39,1,0.99409097,592.62976,1,1991
2,212,39,1,0.9942472,617.46545,1,1992
2,212,39,1,0.99396408,744.53259,1,1993
2,212,39,1,0.99342132,892.97101,1,1994
2,212,39,1,0.99284059,984.4458,1,1995
2,212,39,1,0.99237293,1117.3356,1,1996
2,212,39,1,0.99209487,787.66998,1,1997
2,212,39,1,0.99181092,833.62,1,1998
2,212,39,1,0.99182552,1317.8199,1,1999
2,212,39,1,0.99180567,734.91003,1,2000
2,212,39,1,0.99161702,920.97998,1,2001
2,212,39,1,0.99147844,830.04004,1,2002
2,212,39,1,0.99115115,568.92999,1,2003
2,212,39,1,0.99097335,901.34003,1,2004
2,212,39,1,0.99094963,1090.11,1,2005
2,212,39,1,0.99078155,1296.1799,1,2006
2,212,39,1,0.99065602,1521.37,1,2007
2,220,40,1,0.71686137,650.90002,1,1949
2,220,40,1,0.68820542,517.09998,1,1950
2,220,40,1,0.64062375,801.70001,1,1951
2,220,40,1,0.62250102,639.5,1,1952
2,220,40,1,0.6173569,586.40002,1,1953
2,220,40,0,0.62118065,549.90002,1,1954
2,220,40,0,0.64087307,676.5,1,1955
2,220,40,0,0.63091034,937.70001,1,1956
2,220,40,0,0.63858366,1109.7,1,1957
2,220,40,0,0.6468116,894.5,0,1958
2,220,40,0,0.64704406,930.40002,0,1959
2,220,40,0,0.63953245,1174.7,0,1960
2,220,40,0,0.61489117,1207.1,0,1961
2,220,40,0,0.60340637,1240,0,1962
2,220,40,0,0.59872442,1367.5,0,1963
2,220,40,0,0.5897755,1673.8,0,1964
2,220,40,0,0.58416641,1754.4,0,1965
2,220,40,0,0.58607364,1956.1,0,1966
2,220,40,0,0.58392054,1958,0,1967
2,220,40,0,0.58613032,2215.5,0,1968
2,220,40,0,0.58961123,2361.8999,1,1969
2,220,40,0,0.59060049,2904.6001,1,1970
2,220,40,0,0.59036458,2961.2998,1,1971
2,220,40,0,0.5856505,3644.8,1,1972
2,220,40,0,0.57793862,4940.7002,1,1973
2,220,40,0,0.58319479,6582.8999,1,1974
2,220,40,0,0.57418638,6378.7998,1,1975
2,220,40,0,0.57628465,7398.1001,1,1976
2,220,40,0,0.57671404,8151.7002,1,1977
2,220,40,0,0.56906801,10340,1,1978
2,220,40,0,0.56555998,13230.4,1,1979
2,220,40,0,0.56523764,16278.6,1,1980
2,220,40,0,0.57998431,15991.301,1,1981
2,220,40,0,0.59241539,14923.9,1,1982
2,220,40,0,0.60218984,14454.801,1,1983
2,220,40,0,0.61294675,16506.699,1,1984
2,220,40,0,0.63141763,18120.6,1,1985
2,220,40,0,0.60173762,20262.4,1,1986
2,220,40,0,0.58886981,22472.199,1,1987
2,220,40,0,0.58774173,26509.699,1,1988
2,220,40,0,0.59419137,28153.699,1,1989
2,220,40,0,0.58242875,32549.699,1,1990
2,220,40,0,0.57968223,35889.5,1,1991
2,220,40,0,0.59195876,35364.898,1,1992
2,220,40,0,0.59221268,33300.398,1,1993
2,220,40,0,0.57798898,36896.801,1,1994
2,220,40,0,0.57138997,38668.301,1,1995
2,220,40,0,0.56855941,40651.398,1,1996
2,220,40,0,0.57332349,44675.602,1,1997
2,220,40,0,0.57107359,50049.398,1,1998
2,220,40,0,0.57659906,51715,1,1999
2,220,40,0,0.58775908,54641.203,1,2000
2,220,40,0,0.59253341,55157.801,1,2001
2,220,40,0,0.59092027,51308,1,2002
2,220,40,0,0.58511704,50928.398,1,2003
2,220,40,0,0.58333194,56366.602,1,2004
2,220,40,0,0.58593404,60262.898,1,2005
2,220,40,0,0.58586609,62738.203,1,2006
2,220,40,0,0.58397657,69888.203,1,2007
2,225,43,0,0.8446312,15306.48,1,2002
2,225,43,0,0.84129536,16420.691,1,2003
2,225,43,0,0.88618469,17861.059,1,2004
2,225,43,0,0.962488,20568.92,1,2005
2,225,43,0,0.96172208,30605.301,1,2006
2,225,43,0,0.96133769,24629.561,1,2007
2,230,44,0,0.94383234,178.60001,0,1955
2,230,44,0,0.94006884,274.79999,0,1956
2,230,44,0,0.93278223,287.70001,0,1957
2,230,44,0,0.93541533,251.39999,0,1958
2,230,44,0,0.93196487,271.29999,0,1959
2,230,44,0,0.93746281,235.39999,0,1960
2,230,44,0,0.92997444,365,0,1961
2,230,44,0,0.91282362,409.70001,0,1962
2,230,44,0,0.90473586,427.39999,0,1963
2,230,44,0,0.89501256,478.89999,0,1964
2,230,44,0,0.88404661,672.59998,0,1965
2,230,44,0,0.86752337,788.20001,0,1966
2,230,44,0,0.84673089,820.5,0,1967
2,230,44,0,0.86086071,920.20001,0,1968
2,230,44,0,0.86155868,1057.1899,0,1969
2,230,44,0,0.86638087,1277.48,0,1970
2,230,44,0,0.78043061,1263.8501,0,1971
2,230,44,0,0.76352155,1723.3501,0,1972
2,230,44,0,0.74500388,2367.22,0,1973
2,230,44,0,0.73925,3351.5801,0,1974
2,230,44,0,0.73179936,3509.8901,0,1975
2,230,44,0,0.73811281,3495.6499,0,1976
2,230,44,0,0.74430078,3275.6602,0,1977
2,230,44,0,0.73987061,3867.6201,1,1978
2,230,44,0,0.71436286,4608.7998,1,1979
2,230,44,0,0.71541929,5805.71,1,1980
2,230,44,1,0.74255204,6120.4199,1,1981
2,230,44,1,0.75472707,5999.04,1,1982
2,230,44,1,0.76187664,5143.5996,1,1983
2,230,44,1,0.74461365,5877.6904,1,1984
2,230,44,1,0.7676307,6038.0996,1,1985
2,230,44,1,0.74420714,6400.3901,1,1986
2,230,44,1,0.71974248,7168.4502,1,1987
2,230,44,1,0.70596093,8879.2002,1,1988
2,230,44,1,0.70102584,10028.85,1,1989
2,230,44,1,0.68356603,10815.01,1,1990
2,230,44,1,0.69340098,10445.859,1,1991
2,230,44,1,0.710612,10544.721,1,1992
2,230,44,1,0.71711493,8829.7197,1,1993
2,230,44,1,0.7166943,10537.391,1,1994
2,230,44,1,0.69940031,11532.28,1,1995
2,230,44,1,0.68990475,12282.939,1,1996
2,230,44,1,0.69564819,12683.1,1,1997
2,230,44,1,0.68978572,12417.02,1,1998
2,230,44,1,0.69601941,11961.07,1,1999
2,230,44,1,0.69823903,12655.45,1,2000
2,230,44,1,0.70315653,11571.87,1,2001
2,230,44,1,0.68125099,11716.43,1,2002
2,230,44,1,0.67461187,13394.75,1,2003
2,230,44,1,0.66904342,15346.74,1,2004
2,230,44,1,0.67219454,16766.051,1,2005
2,230,44,1,0.66979402,19153.059,1,2006
2,230,44,1,0.66241461,22639.898,1,2007
2,235,46,1,0.9306376,78.699997,0,1956
2,235,46,1,0.93100983,83.300003,0,1957
2,235,46,1,0.92904603,62.900002,0,1958
2,235,46,1,0.92030871,62.700001,0,1959
2,235,46,1,0.91404819,82.099998,0,1960
2,235,46,1,0.88025093,98.800003,0,1961
2,235,46,1,0.86292082,109.9,0,1962
2,235,46,1,0.85495597,114.1,0,1963
2,235,46,1,0.86335891,142.60001,0,1964
2,235,46,1,0.83518285,140.8,0,1965
2,235,46,1,0.83232623,167.3,0,1966
2,235,46,1,0.81065273,150.2,0,1967
2,235,46,1,0.80537772,163.60001,0,1968
2,235,46,1,0.81006902,157.89999,0,1969
2,235,46,1,0.80101377,208.67999,0,1970
2,235,46,1,0.79171789,243.86,0,1971
2,235,46,1,0.78832275,355.57999,0,1972
2,235,46,1,0.79078221,457.95001,0,1973
2,235,46,1,0.77032059,696.47998,0,1974
2,235,46,1,0.8015489,653.42004,0,1975
2,235,46,1,0.8309924,527.89001,1,1976
2,235,46,1,0.8466832,674.12,1,1977
2,235,46,1,0.84919953,823.56,1,1978
2,235,46,1,0.8498137,1041.52,1,1979
2,235,46,1,0.84351462,1323.79,1,1980
2,235,46,1,0.8646273,1446.98,1,1981
2,235,46,1,0.8682332,1333.78,1,1982
2,235,46,1,0.87381935,1451.09,1,1983
2,235,46,1,0.87727225,1606.79,1,1984
2,235,46,1,0.89421767,1339.8101,1,1985
2,235,46,1,0.89280033,1271.05,1,1986
2,235,46,1,0.85592431,1402.1,1,1987
2,235,46,1,0.84741235,1495.24,1,1988
2,235,46,1,0.85007024,1691.55,1,1989
2,235,46,1,0.83725774,1856.12,1,1990
2,235,46,1,0.85071319,1620.04,1,1991
2,235,46,1,0.84858733,1615.29,1,1992
2,235,46,1,0.83794785,1595.75,1,1993
2,235,46,1,0.82828701,1924.8301,1,1994
2,235,46,1,0.81089342,2207.27,1,1995
2,235,46,1,0.80444139,2149.9199,1,1996
2,235,46,1,0.80542731,2324.6499,1,1997
2,235,46,1,0.79890817,2378.99,1,1998
2,235,46,1,0.8017385,2518.75,1,1999
2,235,46,1,0.82382786,2829.1401,1,2000
2,235,46,1,0.82547647,3043.9399,1,2001
2,235,46,1,0.83210832,2573.3198,1,2002
2,235,46,1,0.82216942,2920.01,1,2003
2,235,46,1,0.81652087,3647.6602,1,2004
2,235,46,1,0.81515771,3749.98,1,2005
2,235,46,1,0.8161853,4114.7998,1,2006
2,235,46,1,0.81697583,4484.3301,1,2007
2,260,47,1,0.57279974,10266.7,1,1973
2,260,47,1,0.57130915,12300.9,1,1974
2,260,47,1,0.56970215,11541.2,1,1975
2,260,47,1,0.57048184,12967.9,1,1976
2,260,47,1,0.57038283,14476.1,1,1977
2,260,47,1,0.56448132,19300.898,1,1978
2,260,47,1,0.56296533,22704.5,1,1979
2,260,47,1,0.56615734,26418.5,1,1980
2,260,47,1,0.58699489,24529.301,1,1981
2,260,47,1,0.59125447,24143.398,1,1982
2,260,47,1,0.59369487,24100,1,1983
2,260,47,1,0.60974276,28769,1,1984
2,260,47,1,0.62753457,32213.1,1,1985
2,260,47,1,0.60356927,38478.801,1,1986
2,260,47,1,0.5912984,42309.898,1,1987
2,260,47,1,0.59074366,43963,1,1988
2,260,47,1,0.59631181,46034.301,1,1989
2,260,47,1,0.5811379,52002.203,1,1990
2,265,48,0,0.66003644,40.099998,0,1973
2,265,48,0,0.65785885,36,0,1974
2,265,48,0,0.65841538,29,0,1975
2,265,48,0,0.65604031,80.099998,0,1976
2,265,48,0,0.6552279,54.200001,0,1977
2,265,48,0,0.65527427,208.39999,0,1978
2,265,48,0,0.65941411,393.20001,0,1979
2,265,48,0,0.65967691,526.90002,0,1980
2,265,48,0,0.660402,377.34998,0,1981
2,265,48,0,0.65985626,303.88,0,1982
2,265,48,0,0.66107941,216.69,0,1983
2,265,48,0,0.68753493,317.89999,0,1984
2,265,48,0,0.68294132,155.59,0,1985
2,265,48,0,0.67563605,123.83,0,1986
2,265,48,0,0.65848786,126.45,0,1987
2,265,48,0,0.65385884,162.39999,0,1988
2,265,48,0,0.64794731,213.07001,1,1989
2,290,49,0,0.72488052,21,0,1950
2,290,49,0,0.83198833,12,0,1951
2,290,49,0,0.79062092,11,0,1952
2,290,49,0,0.78168559,17,0,1953
2,290,49,0,0.76110858,25,0,1954
2,290,49,0,0.74650961,31,0,1955
2,290,49,0,0.75445139,32.75,0,1956
2,290,49,0,0.78187788,94.380005,0,1957
2,290,49,0,0.77257484,138,0,1958
2,290,49,0,0.74731433,109,0,1959
2,290,49,0,0.7406866,184,0,1960
2,290,49,0,0.71989,119,0,1961
2,290,49,0,0.70615953,145,0,1962
2,290,49,0,0.68966722,155,0,1963
2,290,49,0,0.67975348,197,0,1964
2,290,49,0,0.67061961,107,0,1965
2,290,49,0,0.66843343,143,0,1966
2,290,49,0,0.6659559,158,0,1967
2,290,49,0,0.65640682,185,0,1968
2,290,49,0,0.65076894,157,0,1969
2,290,49,0,0.64593667,168.88,0,1970
2,290,49,0,0.6274212,203.82001,0,1971
2,290,49,0,0.62641579,268.48001,0,1972
2,290,49,0,0.62530023,534.14001,0,1973
2,290,49,0,0.62410915,807.01001,0,1974
2,290,49,0,0.62317353,911.77997,0,1975
2,290,49,0,0.62355614,1255.09,0,1976
2,290,49,0,0.62334704,955.15997,0,1977
2,290,49,0,0.6282168,1257.1799,0,1978
2,290,49,0,0.63282353,1301.16,0,1979
2,290,49,0,0.63294327,1306.48,0,1980
2,290,49,0,0.63912606,1206.12,0,1981
2,290,49,0,0.63384116,371.42999,0,1982
2,290,49,0,0.64281124,370.22998,0,1983
2,290,49,0,0.65055376,434.20999,0,1984
2,290,49,0,0.70593452,401.98999,0,1985
2,290,49,0,0.69066685,333.31998,0,1986
2,290,49,0,0.73191857,482.87,0,1987
2,290,49,0,0.89830363,690.83997,0,1988
2,290,49,0,0.78973156,578.59003,0,1989
2,290,49,0,0.81146389,588.82001,0,1990
2,290,49,0,0.82052964,773.26001,1,1991
2,290,49,0,0.85887522,922.01001,1,1992
2,290,49,0,0.85405576,1463.9199,1,1993
2,290,49,0,0.84856749,1545.3301,1,1994
2,290,49,0,0.82711548,1851.5,1,1995
2,290,49,0,0.7824136,2314.4302,1,1996
2,290,49,0,0.79614586,2655.26,1,1997
2,290,49,0,0.77165186,2608.7,1,1998
2,290,49,1,0.77361727,2518.4399,1,1999
2,290,49,1,0.78668731,3257.6201,1,2000
2,290,49,1,0.77607304,2738.75,1,2001
2,290,49,1,0.76457268,2989.0601,1,2002
2,290,49,1,0.75743866,3206.47,1,2003
2,290,49,1,0.74696207,4071.3398,1,2004
2,290,49,1,0.73724276,3296.76,1,2005
2,290,49,1,0.73474669,4041.24,1,2006
2,290,49,1,0.71886468,4478.9502,1,2007
2,305,50,0,0.9386726,157,1,1960
2,305,50,0,0.93369508,137,1,1961
2,305,50,0,0.92542887,141.5,1,1962
2,305,50,0,0.90139347,135.39999,1,1963
2,305,50,0,0.88531637,159.2,1,1964
2,305,50,0,0.88987678,164.39999,1,1965
2,305,50,0,0.88220328,187.89999,1,1966
2,305,50,0,0.87881929,157.60001,1,1967
2,305,50,0,0.88146293,185.5,1,1968
2,305,50,0,0.88094652,207.39999,1,1969
2,305,50,0,0.88098067,248.39999,1,1970
2,305,50,0,0.8806988,291.5,1,1971
2,305,50,0,0.87416011,352,1,1972
2,305,50,0,0.86705703,462.5,1,1973
2,305,50,0,0.86217988,747.90002,1,1974
2,305,50,0,0.86248422,525.59998,1,1975
2,305,50,0,0.87314522,596.90002,1,1976
2,305,50,0,0.87635636,725.19995,1,1977
2,305,50,0,0.86604649,914.59998,1,1978
2,305,50,0,0.86441749,1054.8,1,1979
2,305,50,0,0.86559111,1233.2,1,1980
2,305,50,0,0.88507807,1257.8,1,1981
2,305,50,0,0.88253653,1250.1,1,1982
2,305,50,0,0.87314159,1122.1,1,1983
2,305,50,0,0.89164943,1443.4,1,1984
2,305,50,0,0.88876265,1661.7,1,1985
2,305,50,0,0.87472373,1775.9,1,1986
2,305,50,0,0.84350413,2115.2,1,1987
2,305,50,0,0.85378152,2380.3,1,1988
2,305,50,0,0.86203688,2593.98,1,1989
2,305,50,0,0.86427993,3168,1,1990
2,305,50,0,0.86245942,3337.78,1,1991
2,305,50,0,0.86039311,3494.4102,1,1992
2,305,50,0,0.86114925,3614.4702,1,1993
2,305,50,0,0.86682057,4251.6899,1,1994
2,305,50,0,0.84584504,4850.0601,1,1995
2,305,50,0,0.83885175,5283.3604,1,1996
2,305,50,0,0.83850527,5891.0898,1,1997
2,305,50,0,0.82367605,6212.8301,1,1998
2,305,50,0,0.83471739,5858.73,1,1999
2,305,50,0,0.84632182,6258.3999,1,2000
2,305,50,0,0.85941499,6979.6104,1,2001
2,305,50,0,0.85567498,6657.5498,1,2002
2,305,50,0,0.84537441,6853.3999,1,2003
2,305,50,0,0.83797693,8290.1504,1,2004
2,305,50,0,0.83812767,9143.6699,1,2005
2,305,50,0,0.8316083,11711.04,1,2006
2,305,50,0,0.81959236,14518.711,1,2007
2,310,51,0,0.87721407,2.2,0,1955
2,310,51,0,0.87470967,2.4000001,1,1956
2,310,51,0,0.97934055,3.5999999,0,1957
2,310,51,0,0.92643672,3,0,1958
2,310,51,0,0.90602916,3,0,1959
2,310,51,0,0.88395065,3.9000001,0,1960
2,310,51,0,0.86407131,4.5,0,1961
2,310,51,0,0.83103621,3,0,1962
2,310,51,0,0.80590832,19,0,1963
2,310,51,0,0.80093074,16,0,1964
2,310,51,0,0.8168841,11,0,1965
2,310,51,0,0.81724524,13,0,1966
2,310,51,0,0.80968714,12,0,1967
2,310,51,0,0.7825591,15.29,0,1968
2,310,51,0,0.73240417,16.799999,0,1969
2,310,51,0,0.75431269,42.630001,0,1970
2,310,51,0,0.72420317,58.509998,0,1971
2,310,51,0,0.72842562,44.919998,0,1972
2,310,51,0,0.73249233,80,0,1973
2,310,51,0,0.74025583,179.97,0,1974
2,310,51,0,0.74505079,138.48999,0,1975
2,310,51,0,0.75169039,162.45999,0,1976
2,310,51,0,0.75521541,197.83,0,1977
2,310,51,0,0.75208181,242.67001,0,1978
2,310,51,0,0.76140285,284.04999,0,1979
2,310,51,0,0.75270134,369.59,0,1980
2,310,51,0,0.75558937,370.38,0,1981
2,310,51,0,0.75938082,335.57001,0,1982
2,310,51,0,0.76492858,395.32001,0,1983
2,310,51,0,0.80000776,440.37,0,1984
2,310,51,0,0.82919288,486.17999,0,1985
2,310,51,0,0.79363203,441.44,0,1986
2,310,51,0,0.79547554,556.65997,0,1987
2,310,51,0,0.86913025,532.31,0,1988
2,310,51,0,0.82043988,582.62,0,1989
2,310,51,0,0.84042746,605.33997,1,1990
2,310,51,0,0.86120367,694.79999,1,1991
2,310,51,0,0.89837724,694.90002,1,1992
2,310,51,0,0.91315168,926.79999,1,1993
2,310,51,0,0.90577579,954.20001,1,1994
2,310,51,0,0.91634285,1059.7,1,1995
2,310,51,0,0.90100241,1270.89,1,1996
2,310,51,0,0.8997339,1906.03,1,1997
2,310,51,0,0.8938356,2603.6201,1,1998
2,310,51,1,0.88452315,2839.3701,1,1999
2,310,51,1,0.88373548,3755.7,1,2000
2,310,51,1,0.88307697,4423.48,1,2001
2,310,51,1,0.87496543,4065.79,1,2002
2,310,51,1,0.86364216,4284,1,2003
2,310,51,1,0.86307347,3632.6599,1,2004
2,310,51,1,0.86430109,3728.27,1,2005
2,310,51,1,0.8729353,3750.2798,1,2006
2,310,51,1,0.87259555,4181.1104,1,2007
2,315,52,0,0.76176876,39,0,1950
2,315,52,0,0.71361166,25,0,1951
2,315,52,0,0.72809827,2,0,1952
2,315,52,0,0.74130219,2,0,1953
2,315,52,0,0.75116158,4,0,1954
2,315,52,0,0.74299186,4.6599998,0,1955
2,315,52,0,0.74212819,7.77,0,1956
2,315,52,0,0.74180913,10.54,0,1957
2,315,52,0,0.74299413,11,0,1958
2,315,52,0,0.73964351,16,0,1959
2,315,52,0,0.73206705,19,0,1960
2,315,52,0,0.71655202,18,0,1961
2,315,52,0,0.69741589,18,0,1962
2,315,52,0,0.69214195,21,0,1963
2,315,52,0,0.69129491,25,0,1964
2,315,52,0,0.68935239,46,0,1965
2,315,52,0,0.68596953,68,0,1966
2,315,52,0,0.67701304,47,0,1967
2,315,52,0,0.67102796,39,0,1968
2,315,52,0,0.67196369,40,0,1969
2,315,52,0,0.66786343,48.400002,0,1970
2,315,52,0,0.66285288,64.400002,0,1971
2,315,52,0,0.6633116,80.400002,0,1972
2,315,52,0,0.66199714,109.3,0,1973
2,315,52,0,0.66711724,100.4,0,1974
2,315,52,0,0.66898203,91.300003,0,1975
2,315,52,0,0.66935295,189.5,0,1976
2,315,52,0,0.68097347,116.3,0,1977
2,315,52,0,0.6792357,171.89999,0,1978
2,315,52,0,0.68096888,340.39999,0,1979
2,315,52,0,0.68569142,413.35999,0,1980
2,315,52,0,0.68700802,251.29001,0,1981
2,315,52,0,0.68531048,261.48999,0,1982
2,315,52,0,0.68749958,192.64999,0,1983
2,315,52,0,0.72085714,150.38,0,1984
2,315,52,0,0.72674429,134.62,0,1985
2,315,52,0,0.73022771,152.14,0,1986
2,315,52,0,0.71881372,127.73,0,1987
2,315,52,0,0.72100347,159.01001,0,1988
2,315,52,0,0.7376346,154.38,0,1989
2,315,52,0,0.74320602,178.22,1,1990
2,315,52,0,0.88887829,356.91998,1,1991
2,315,52,0,0.89712656,863.31006,1,1992
2,316,53,0,0.85410821,1884.96,1,1998
2,316,53,1,0.85899425,2003.5701,1,1999
2,316,53,1,0.85659236,2587.8398,1,2000
2,316,53,1,0.85754675,2769.1201,1,2001
2,316,53,1,0.84443724,2751.72,1,2002
2,316,53,1,0.82531226,3211.5801,1,2003
2,316,53,1,0.84113497,4028.46,1,2004
2,316,53,1,0.87337667,4313.73,1,2005
2,316,53,1,0.87136447,3833.29,1,2006
2,316,53,1,0.86151683,4064.29,1,2007
2,317,54,0,0.92064643,594.78998,1,1998
2,317,54,0,0.93680215,506.82001,1,1999
2,317,54,0,0.93194264,537.89001,1,2000
2,317,54,0,0.9268806,564.21002,1,2001
2,317,54,0,0.92163676,658.27002,1,2002
2,317,54,0,0.91340059,1165.4299,1,2003
2,317,54,0,0.91053212,1386.97,1,2004
2,317,54,0,0.91027927,1263.33,1,2005
2,317,54,0,0.90823877,1672.1899,1,2006
2,317,54,0,0.90977538,1917.79,1,2007
2,325,55,1,0.74042362,756.59998,1,1956
2,325,55,1,0.74108636,952.29999,1,1957
2,325,55,1,0.73669648,827.90002,1,1958
2,325,55,1,0.73067892,792.90002,1,1959
2,325,55,1,0.72003746,1095.4,1,1960
2,325,55,1,0.72006631,1268.3,1,1961
2,325,55,1,0.69928759,1372.8,1,1962
2,325,55,1,0.67927718,1562.4,1,1963
2,325,55,1,0.67328745,1553.3,1,1964
2,325,55,1,0.65362233,1659.8,1,1965
2,325,55,1,0.64831948,1853.2,1,1966
2,325,55,1,0.64930767,1943.5,1,1967
2,325,55,1,0.64960158,2364.6001,1,1968
2,325,55,1,0.65272593,2690.3999,1,1969
2,325,55,1,0.64886868,2951.8,1,1970
2,325,55,1,0.639292,2933.3999,1,1971
2,325,55,1,0.63159436,3461.3,1,1972
2,325,55,1,0.63407594,4432.1001,1,1973
2,325,55,1,0.64187944,5916.0996,1,1974
2,325,55,1,0.64183676,5992.4004,1,1975
2,325,55,1,0.65948778,6140.5,1,1976
2,325,55,1,0.6579212,6629.2998,1,1977
2,325,55,1,0.6515879,8300,1,1978
2,325,55,1,0.64292574,10666.301,1,1979
2,325,55,1,0.63847762,11612.1,1,1980
2,325,55,1,0.67113173,11685.6,1,1981
2,325,55,1,0.67155391,11510.9,1,1982
2,325,55,1,0.67301279,10603.9,1,1983
2,325,55,1,0.68396568,13641.3,1,1984
2,325,55,1,0.69567961,15777,1,1985
2,325,55,1,0.68482506,16980.1,1,1986
2,325,55,1,0.65058357,18357,1,1987
2,325,55,1,0.63452607,20015.5,1,1988
2,325,55,1,0.63333368,21057.23,1,1989
2,325,55,1,0.62048531,22649.691,1,1990
2,325,55,1,0.62463009,22536.1,1,1991
2,325,55,1,0.63410723,22735.01,1,1992
2,325,55,1,0.6383872,21702.859,1,1993
2,325,55,1,0.66070837,23220.809,1,1994
2,325,55,1,0.63953656,27191.93,1,1995
2,325,55,1,0.61462218,29162.102,1,1996
2,325,55,1,0.61401033,30566.201,1,1997
2,325,55,1,0.60381371,32791.199,1,1998
2,325,55,1,0.60906339,33858.398,1,1999
2,325,55,1,0.61763948,38453.602,1,2000
2,325,55,1,0.61974478,36418.801,1,2001
2,325,55,1,0.61505687,37237.699,1,2002
2,325,55,1,0.61171347,38248,1,2003
2,325,55,1,0.6110028,41845.203,1,2004
2,325,55,1,0.61517596,45778.602,1,2005
2,325,55,1,0.61671025,47636.398,1,2006
2,325,55,1,0.61396724,51428.5,1,2007
2,338,57,0,1,5.6599998,1,1969
2,338,57,0,1,7.1399999,1,1970
2,338,57,0,0.99834365,8.3199997,1,1971
2,338,57,0,0.99847025,12.99,1,1972
2,338,57,0,0.99864262,17.48,1,1973
2,338,57,0,0.99771994,25.209999,1,1974
2,338,57,0,0.99803376,32,1,1975
2,338,57,0,0.99822134,46.209999,1,1976
2,338,57,0,0.9976902,48.689999,1,1977
2,338,57,0,0.99731314,38.169998,1,1978
2,338,57,0,0.99708003,56.889999,1,1979
2,338,57,0,0.99797314,65.82,1,1980
2,338,57,0,0.99766189,72.290001,1,1981
2,338,57,0,0.99709272,71.150002,1,1982
2,338,57,0,0.99669266,93.190002,1,1983
2,338,57,0,0.99679631,62.110001,1,1984
2,338,57,0,0.99709058,78.240005,1,1985
2,338,57,0,0.99662924,81.32,1,1986
2,338,57,0,0.99610871,171.00999,1,1987
2,338,57,0,0.99620301,204.66,1,1988
